id,domain,prob,extremity,umedian,lmedian,p100,dv,support,coeff,ea,brier,resolution,reliability,age,focal,foil,gender,know,target,jp,outcome,pc,diff,bin,Oj,outcomevar
83,politics,.2,.30000001,,.2,0,-1.3862944,-.51082563,.13002495,3.5,.040000003,.076761648,.0018699782,33,60,100,1,,US President B,.80000001,0,1,.72527474,1,.24324325,.24982373
83,baseball,.60000002,.10000002,.60000002,,0,.40546522,-.22314355,.13002495,4,.15999998,.0055193645,.000029218631,33,80,100,1,6,Baseball B,.60000002,1,1,.60919541,5,.5945946,.24982373
83,movies,.5,0,,,0,0,0,.13002495,3.75,.25,.003521689,.0063434839,33,100,100,1,10,Box Office B,.5,1,1,.71264368,4,.57964599,.24982373
83,housing,.30000001,.19999999,,.30000001,0,-.84729779,.43078291,.13002495,3.75,.090000004,.048988346,1.0628615e-06,33,100,65,1,5,Housing Prices B,.69999999,0,1,.40697673,2,.29896906,.24982373
83,crime,.60000002,.10000002,.60000002,,0,.40546522,.35667494,.13002495,4.5,.36000001,.0055193645,.000029218631,33,100,70,1,6,Crime B,.60000002,0,0,.90816325,5,.5945946,.24982373
84,temp,.69999999,.19999999,.69999999,,0,.84729779,.22314355,4.9643593,1.75,.090000004,.0059444718,.01052623,60,100,80,2,6,Temperature B,.69999999,1,1,.79310346,6,.59740257,.24982373
84,baseball,.5,0,,,0,0,-.69314718,4.9643593,1,.25,.003521689,.0063434839,60,50,100,2,0,Baseball B,.5,1,0,.60919541,4,.57964599,.24982373
84,housing,.89999998,.39999998,.89999998,,0,2.1972244,.22314355,4.9643593,7,.80999994,.030128421,.042486444,60,100,80,2,7,Housing Prices B,.89999998,0,0,.40697673,8,.69387758,.24982373
84,geography,.5,0,,,0,0,.22314355,4.9643593,7,.25,.003521689,.0063434839,60,100,80,2,9,State Size B,.5,0,0,.44565219,4,.57964599,.24982373
84,population,1,.5,1,,1,5.978879,.22314355,4.9643593,7,0,.096638076,.028503964,60,100,80,2,10,Population B,1,1,1,.92045456,9,.83116883,.24982373
84,oceans,0,.5,,0,1,-5.9788857,-.28768209,4.9643593,7,0,.082495019,.054327551,60,75,100,2,9,Ocean Size B,1,0,1,.88372093,0,.23308271,.24982373
85,rain,.30000001,.19999999,,.30000001,0,-.84729779,-.43078291,1.8477606,2.5,.090000004,.048988346,1.0628615e-06,50,65,100,1,6,Rain A,.69999999,0,1,.46067417,2,.29896906,.24982373
85,temp,.18000001,.31999999,,.18000001,0,-1.5163474,-.10536052,1.8477606,1.75,.032400001,.076761648,.0039997073,50,90,100,1,6,Temperature A,.81999999,0,1,.79310346,1,.24324325,.24982373
85,football,.44999999,.050000012,,.44999999,0,-.20067075,-.10536052,1.8477606,1.25,.20249999,.003521689,.016808087,50,90,100,1,3,Football B,.55000001,0,1,.62195122,4,.57964599,.24982373
85,geography,.2,.30000001,,.2,0,-1.3862944,-.051293295,1.8477606,7,.040000003,.076761648,.0018699782,50,95,100,1,3,State Size B,.80000001,0,1,.44565219,1,.24324325,.24982373
85,soccer,.40000001,.099999994,,.40000001,0,-.40546513,0,1.8477606,1,.16000001,.01360313,.000013466764,50,100,100,1,1,Soccer B,.60000002,0,1,.54651165,3,.40366971,.24982373
85,oceans,.1,.40000001,,.1,0,-2.1972246,-.51082563,1.8477606,7,.010000001,.082495019,.017711008,50,60,100,1,4,Ocean Size B,.89999998,0,1,.88372093,0,.23308271,.24982373
86,rain,.60000002,.10000002,.60000002,,0,.40546522,.35667494,1.4296614,3.75,.36000001,.0055193645,.000029218631,28,100,70,1,1,Rain A,.60000002,0,0,.46067417,5,.5945946,.24982373
86,football,.40000001,.099999994,,.40000001,0,-.40546513,-.10536052,1.4296614,1,.16000001,.01360313,.000013466764,28,90,100,1,0,Football B,.60000002,0,1,.62195122,3,.40366971,.24982373
86,baseball,.60000002,.10000002,.60000002,,0,.40546522,-.22314355,1.4296614,1,.15999998,.0055193645,.000029218631,28,80,100,1,0,Baseball B,.60000002,1,1,.60919541,5,.5945946,.24982373
86,movies,.30000001,.19999999,,.30000001,0,-.84729779,-.51082563,1.4296614,5,.090000004,.048988346,1.0628615e-06,28,60,100,1,7,Box Office A,.69999999,0,1,.71264368,2,.29896906,.24982373
86,housing,.40000001,.099999994,,.40000001,0,-.40546513,-.22314355,1.4296614,3.75,.16000001,.01360313,.000013466764,28,80,100,1,0,Housing Prices B,.60000002,0,1,.40697673,3,.40366971,.24982373
86,crime,.2,.30000001,,.2,0,-1.3862944,-.91629076,1.4296614,6,.040000003,.076761648,.0018699782,28,40,100,1,2,Crime B,.80000001,0,1,.90816325,1,.24324325,.24982373
87,football,.5,0,,,0,0,.43078291,1.4730012,1.75,.25,.003521689,.0063434839,39,100,65,2,0,Football A,.5,1,1,.62195122,4,.57964599,.24982373
87,baseball,.44999999,.050000012,,.44999999,0,-.20067075,.69314718,1.4730012,1.75,.30250001,.003521689,.016808087,39,100,50,2,0,Baseball B,.55000001,1,0,.60919541,4,.57964599,.24982373
87,movies,.60000002,.10000002,.60000002,,0,.40546522,.35667494,1.4730012,2.25,.15999998,.0055193645,.000029218631,39,100,70,2,5,Box Office B,.60000002,1,1,.71264368,5,.5945946,.24982373
87,crime,.1,.40000001,,.1,0,-2.1972246,-1.2039728,1.4730012,3,.010000001,.082495019,.017711008,39,30,100,2,4,Crime B,.89999998,0,1,.90816325,0,.23308271,.24982373
87,geography,.34999999,.15000001,,.34999999,0,-.61903918,-.51082563,1.4730012,7,.42250001,.01360313,.0028804389,39,60,100,2,6,State Size A,.64999998,1,0,.44565219,3,.40366971,.24982373
87,population,.050000001,.44999999,,.050000001,0,-2.9444389,-.91629076,1.4730012,6.25,.0025000002,.082495019,.033519279,39,40,100,2,7,Population A,.94999999,0,1,.92045456,0,.23308271,.24982373
88,rain,.40000001,.099999994,,.40000001,0,-.40546513,-.10536052,4.3642426,1.5,.35999998,.01360313,.000013466764,18,90,100,1,2,Rain B,.60000002,1,0,.46067417,3,.40366971,.24982373
88,baseball,.55000001,.050000012,.55000001,,0,.20067075,.16251893,4.3642426,1.25,.30250001,.0055193645,.0019886771,18,100,85,1,1,Baseball A,.55000001,0,0,.60919541,5,.5945946,.24982373
88,geography,.60000002,.10000002,.60000002,,0,.40546522,.22314355,4.3642426,7,.15999998,.0055193645,.000029218631,18,100,80,1,2,State Size A,.60000002,1,1,.44565219,5,.5945946,.24982373
88,population,.050000001,.44999999,,.050000001,0,-2.9444389,-.51082563,4.3642426,5.5,.0025000002,.082495019,.033519279,18,60,100,1,4,Population A,.94999999,0,1,.92045456,0,.23308271,.24982373
88,soccer,.5,0,,,0,0,0,4.3642426,1.25,.25,.003521689,.0063434839,18,100,100,1,0,Soccer A,.5,1,1,.54651165,4,.57964599,.24982373
88,oceans,.30000001,.19999999,,.30000001,0,-.84729779,-.22314355,4.3642426,5.75,.090000004,.048988346,1.0628615e-06,18,80,100,1,3,Ocean Size B,.69999999,0,1,.88372093,2,.29896906,.24982373
89,politics,.60000002,.10000002,.60000002,,0,.40546522,.91629076,2.0927887,1.75,.15999998,.0055193645,.000029218631,31,100,40,2,,US President A,.60000002,1,1,.72527474,5,.5945946,.24982373
89,baseball,.5,0,,,0,0,-.010050336,2.0927887,4,.25,.003521689,.0063434839,31,99,100,2,1,Baseball B,.5,1,0,.60919541,4,.57964599,.24982373
89,housing,.5,0,,,0,0,-.10536052,2.0927887,7,.25,.003521689,.0063434839,31,90,100,2,1,Housing Prices A,.5,1,0,.40697673,4,.57964599,.24982373
89,crime,.75,.25,.75,,0,1.0986123,.91629076,2.0927887,2.25,.0625,.096029654,.0064302264,31,100,40,2,4,Crime A,.75,1,1,.90816325,7,.83018869,.24982373
89,population,.89999998,.39999998,.89999998,,0,2.1972244,.10536052,2.0927887,7,.010000004,.030128421,.042486444,31,100,90,2,3,Population B,.89999998,1,1,.92045456,8,.69387758,.24982373
89,oceans,1,.5,1,,1,5.978879,2.3025851,2.0927887,7,0,.096638076,.028503964,31,100,10,2,7,Ocean Size A,1,1,1,.88372093,9,.83116883,.24982373
90,rain,.5,0,,,0,0,-.22314355,4.7403865,1,.25,.003521689,.0063434839,50,80,100,2,4,Rain B,.5,1,1,.46067417,4,.57964599,.24982373
90,movies,.30000001,.19999999,,.30000001,0,-.84729779,-.51082563,4.7403865,1,.48999998,.048988346,1.0628615e-06,50,60,100,2,0,Box Office B,.69999999,1,0,.71264368,2,.29896906,.24982373
90,geography,.2,.30000001,,.2,0,-1.3862944,-.10536052,4.7403865,7,.63999999,.076761648,.0018699782,50,90,100,2,3,State Size A,.80000001,1,0,.44565219,1,.24324325,.24982373
90,soccer,.69999999,.19999999,.69999999,,0,.84729779,.22314355,4.7403865,1,.48999998,.0059444718,.01052623,50,100,80,2,7,Soccer B,.69999999,0,0,.54651165,6,.59740257,.24982373
90,oceans,0,.5,,0,1,-5.9788857,-.35667494,4.7403865,7,0,.082495019,.054327551,50,70,100,2,1,Ocean Size B,1,0,1,.88372093,0,.23308271,.24982373
91,temp,.69999999,.19999999,.69999999,,0,.84729779,.91629076,1.2028037,4,.090000004,.0059444718,.01052623,20,100,40,2,1,Temperature B,.69999999,1,1,.79310346,6,.59740257,.24982373
91,politics,.5,0,,,0,0,1.6094379,1.2028037,4.25,.25,.003521689,.0063434839,20,100,20,2,,US President A,.5,1,0,.72527474,4,.57964599,.24982373
91,baseball,.40000001,.099999994,,.40000001,0,-.40546513,.51082563,1.2028037,2.5,.35999998,.01360313,.000013466764,20,100,60,2,0,Baseball B,.60000002,1,0,.60919541,3,.40366971,.24982373
91,geography,.60000002,.10000002,.60000002,,0,.40546522,.69314718,1.2028037,7,.15999998,.0055193645,.000029218631,20,100,50,2,1,State Size A,.60000002,1,1,.44565219,5,.5945946,.24982373
91,population,.2,.30000001,,.2,0,-1.3862944,-.28768209,1.2028037,4.5,.040000003,.076761648,.0018699782,20,75,100,2,0,Population A,.80000001,0,1,.92045456,1,.24324325,.24982373
91,oceans,.1,.40000001,,.1,0,-2.1972246,-.51082563,1.2028037,7,.010000001,.082495019,.017711008,20,60,100,2,2,Ocean Size B,.89999998,0,1,.88372093,0,.23308271,.24982373
92,football,.1,.40000001,,.1,0,-2.1972246,-2.9957323,.77342987,2.75,.010000001,.082495019,.017711008,33,5,100,2,3,Football B,.89999998,0,1,.62195122,0,.23308271,.24982373
92,movies,.30000001,.19999999,,.30000001,0,-.84729779,-.69314718,.77342987,4,.090000004,.048988346,1.0628615e-06,33,50,100,2,4,Box Office A,.69999999,0,1,.71264368,2,.29896906,.24982373
92,housing,.60000002,.10000002,.60000002,,0,.40546522,.69314718,.77342987,3.5,.36000001,.0055193645,.000029218631,33,100,50,2,4,Housing Prices B,.60000002,0,0,.40697673,5,.5945946,.24982373
92,population,.69999999,.19999999,.69999999,,0,.84729779,.69314718,.77342987,3.25,.090000004,.0059444718,.01052623,33,100,50,2,3,Population B,.69999999,1,1,.92045456,6,.59740257,.24982373
92,soccer,.2,.30000001,,.2,0,-1.3862944,-.69314718,.77342987,2.5,.63999999,.076761648,.0018699782,33,50,100,2,4,Soccer A,.80000001,1,0,.54651165,1,.24324325,.24982373
92,oceans,.5,0,,,0,0,-.69314718,.77342987,3,.25,.003521689,.0063434839,33,50,100,2,5,Ocean Size B,.5,0,1,.88372093,4,.57964599,.24982373
93,temp,.80000001,.30000001,.80000001,,0,1.3862945,.43078291,.96315497,3.5,.039999995,.096029654,.00091135636,28,100,65,2,6,Temperature B,.80000001,1,1,.79310346,7,.83018869,.24982373
93,football,.69999999,.19999999,.69999999,,0,.84729779,.51082563,.96315497,3.75,.090000004,.0059444718,.01052623,28,100,60,2,8,Football A,.69999999,1,1,.62195122,6,.59740257,.24982373
93,baseball,.80000001,.30000001,.80000001,,0,1.3862945,.51082563,.96315497,3.75,.039999995,.096029654,.00091135636,28,100,60,2,6,Baseball B,.80000001,1,1,.60919541,7,.83018869,.24982373
93,crime,.75,.25,.75,,0,1.0986123,.35667494,.96315497,2.75,.0625,.096029654,.0064302264,28,100,70,2,4,Crime A,.75,1,1,.90816325,7,.83018869,.24982373
93,geography,.5,0,,,0,0,-.16251893,.96315497,7,.25,.003521689,.0063434839,28,85,100,2,3,State Size B,.5,0,0,.44565219,4,.57964599,.24982373
93,soccer,.5,0,,,0,0,.59783697,.96315497,3.25,.25,.003521689,.0063434839,28,100,55,2,1,Soccer A,.5,1,1,.54651165,4,.57964599,.24982373
94,temp,.1,.40000001,,.1,0,-2.1972246,-.51082563,4.4922552,4,.010000001,.082495019,.017711008,31,60,100,2,8,Temperature A,.89999998,0,1,.79310346,0,.23308271,.24982373
94,football,.89999998,.39999998,.89999998,,0,2.1972244,.35667494,4.4922552,2.25,.010000004,.030128421,.042486444,31,100,70,2,0,Football A,.89999998,1,1,.62195122,8,.69387758,.24982373
94,crime,0,.5,,0,1,-5.9788857,-1.89712,4.4922552,6.75,0,.082495019,.054327551,31,15,100,2,10,Crime B,1,0,1,.90816325,0,.23308271,.24982373
94,geography,.99000001,.49000001,.99000001,,0,4.5951209,.51082563,4.4922552,5.75,.98010004,.096638076,.025227344,31,100,60,2,5,State Size B,.99000001,0,0,.44565219,9,.83116883,.24982373
94,population,.40000001,.099999994,,.40000001,0,-.40546513,-.28768209,4.4922552,3.25,.16000001,.01360313,.000013466764,31,75,100,2,3,Population A,.60000002,0,1,.92045456,3,.40366971,.24982373
94,oceans,1,.5,1,,1,5.978879,.69314718,4.4922552,6.25,0,.096638076,.028503964,31,100,50,2,7,Ocean Size A,1,1,1,.88372093,9,.83116883,.24982373
95,rain,.60000002,.10000002,.60000002,,0,.40546522,.35667494,.8463096,3.5,.36000001,.0055193645,.000029218631,50,100,70,2,3,Rain A,.60000002,0,0,.46067417,5,.5945946,.24982373
95,politics,.80000001,.30000001,.80000001,,0,1.3862945,1.89712,.8463096,1.5,.039999995,.096029654,.00091135636,50,100,15,2,,US President A,.80000001,1,1,.72527474,7,.83018869,.24982373
95,movies,.5,0,,,0,0,-.22314355,.8463096,2,.25,.003521689,.0063434839,50,80,100,2,1,Box Office B,.5,1,0,.71264368,4,.57964599,.24982373
95,housing,.75,.25,.75,,0,1.0986123,.28768209,.8463096,1.75,.5625,.096029654,.0064302264,50,100,75,2,5,Housing Prices B,.75,0,0,.40697673,7,.83018869,.24982373
95,crime,.2,.30000001,,.2,0,-1.3862944,-1.3862944,.8463096,4.25,.040000003,.076761648,.0018699782,50,25,100,2,7,Crime B,.80000001,0,1,.90816325,1,.24324325,.24982373
95,soccer,.5,0,,,0,0,-.10536052,.8463096,2,.25,.003521689,.0063434839,50,90,100,2,0,Soccer A,.5,1,1,.54651165,4,.57964599,.24982373
97,rain,.60000002,.10000002,.60000002,,0,.40546522,.22314355,1.2195363,2.25,.15999998,.0055193645,.000029218631,36,100,80,2,6,Rain B,.60000002,1,1,.46067417,5,.5945946,.24982373
97,temp,.69999999,.19999999,.69999999,,0,.84729779,.51082563,1.2195363,3,.090000004,.0059444718,.01052623,36,100,60,2,5,Temperature B,.69999999,1,1,.79310346,6,.59740257,.24982373
97,movies,.80000001,.30000001,.80000001,,0,1.3862945,1.2039728,1.2195363,1.5,.039999995,.096029654,.00091135636,36,100,30,2,4,Box Office B,.80000001,1,1,.71264368,7,.83018869,.24982373
97,housing,.2,.30000001,,.2,0,-1.3862944,-.69314718,1.2195363,4.25,.040000003,.076761648,.0018699782,36,50,100,2,0,Housing Prices B,.80000001,0,1,.40697673,1,.24324325,.24982373
97,population,.40000001,.099999994,,.40000001,0,-.40546513,-.69314718,1.2195363,7,.16000001,.01360313,.000013466764,36,50,100,2,2,Population A,.60000002,0,1,.92045456,3,.40366971,.24982373
97,soccer,.5,0,,,0,0,.35667494,1.2195363,3.5,.25,.003521689,.0063434839,36,100,70,2,0,Soccer A,.5,1,1,.54651165,4,.57964599,.24982373
98,rain,.15000001,.34999999,,.15000001,0,-1.734601,-.43078291,5.0720129,2.5,.72249997,.076761648,.0086943023,23,65,100,1,6,Rain B,.85000002,1,0,.46067417,1,.24324325,.24982373
98,temp,.5,0,,,0,0,-.16251893,5.0720129,2.5,.25,.003521689,.0063434839,23,85,100,1,4,Temperature A,.5,0,1,.79310346,4,.57964599,.24982373
98,baseball,.25,.25,,.25,0,-1.0986123,-.91629076,5.0720129,1,.0625,.048988346,.0023979689,23,40,100,1,2,Baseball A,.75,0,1,.60919541,2,.29896906,.24982373
98,crime,.89999998,.39999998,.89999998,,0,2.1972244,.28768209,5.0720129,3.25,.010000004,.030128421,.042486444,23,100,75,1,9,Crime A,.89999998,1,1,.90816325,8,.69387758,.24982373
98,geography,1,.5,1,,1,5.978879,.22314355,5.0720129,7,1,.096638076,.028503964,23,100,80,1,9,State Size B,1,0,0,.44565219,9,.83116883,.24982373
98,population,.1,.40000001,,.1,0,-2.1972246,-.28768209,5.0720129,5.75,.010000001,.082495019,.017711008,23,75,100,1,7,Population A,.89999998,0,1,.92045456,0,.23308271,.24982373
99,rain,.94999999,.44999999,.94999999,,0,2.9444387,.28768209,4.0942588,2.75,.90249997,.096638076,.014120844,25,100,75,2,8,Rain A,.94999999,0,0,.46067417,9,.83116883,.24982373
99,politics,0,.5,,0,1,-5.9788857,-1.3862944,4.0942588,5.5,1,.082495019,.054327551,25,25,100,2,,US President A,1,1,0,.72527474,0,.23308271,.24982373
99,movies,1,.5,1,,1,5.978879,.28768209,4.0942588,5.5,0,.096638076,.028503964,25,100,75,2,10,Box Office B,1,1,1,.71264368,9,.83116883,.24982373
99,crime,.94999999,.44999999,.94999999,,0,2.9444387,.69314718,4.0942588,4,.0025000011,.096638076,.014120844,25,100,50,2,10,Crime A,.94999999,1,1,.90816325,9,.83116883,.24982373
99,population,.25,.25,,.25,0,-1.0986123,-.28768209,4.0942588,3.5,.0625,.048988346,.0023979689,25,75,100,2,0,Population A,.75,0,1,.92045456,2,.29896906,.24982373
99,soccer,.15000001,.34999999,,.15000001,0,-1.734601,-1.3862944,4.0942588,1,.72249997,.076761648,.0086943023,25,25,100,2,0,Soccer A,.85000002,1,0,.54651165,1,.24324325,.24982373
100,temp,.89999998,.39999998,.89999998,,0,2.1972244,2.3025851,1.0075302,5.25,.010000004,.030128421,.042486444,29,100,10,2,8,Temperature B,.89999998,1,1,.79310346,8,.69387758,.24982373
100,football,.60000002,.10000002,.60000002,,0,.40546522,.22314355,1.0075302,2.25,.36000001,.0055193645,.000029218631,29,100,80,2,1,Football B,.60000002,0,0,.62195122,5,.5945946,.24982373
100,baseball,.5,0,,,0,0,-.35667494,1.0075302,2.75,.25,.003521689,.0063434839,29,70,100,2,1,Baseball B,.5,1,0,.60919541,4,.57964599,.24982373
100,movies,.1,.40000001,,.1,0,-2.1972246,-2.3025851,1.0075302,7,.010000001,.082495019,.017711008,29,10,100,2,10,Box Office A,.89999998,0,1,.71264368,0,.23308271,.24982373
100,geography,.40000001,.099999994,,.40000001,0,-.40546513,-.91629076,1.0075302,7,.35999998,.01360313,.000013466764,29,40,100,2,4,State Size A,.60000002,1,0,.44565219,3,.40366971,.24982373
100,oceans,.94999999,.44999999,.94999999,,0,2.9444387,.22314355,1.0075302,7,.0025000011,.096638076,.014120844,29,100,80,2,5,Ocean Size A,.94999999,1,1,.88372093,9,.83116883,.24982373
101,temp,.94999999,.44999999,.94999999,,0,2.9444387,.16251893,11.173445,1,.0025000011,.096638076,.014120844,,100,85,1,6,Temperature B,.94999999,1,1,.79310346,9,.83116883,.24982373
101,baseball,.80000001,.30000001,.80000001,,0,1.3862945,.43078291,11.173445,1.5,.039999995,.096029654,.00091135636,,100,65,1,9,Baseball B,.80000001,1,1,.60919541,7,.83018869,.24982373
101,crime,0,.5,,0,1,-5.9788857,-.43078291,11.173445,5,0,.082495019,.054327551,,65,100,1,9,Crime B,1,0,1,.90816325,0,.23308271,.24982373
101,geography,0,.5,,0,1,-5.9788857,-.22314355,11.173445,7,0,.082495019,.054327551,,80,100,1,7,State Size B,1,0,1,.44565219,0,.23308271,.24982373
101,soccer,.89999998,.39999998,.89999998,,0,2.1972244,.43078291,11.173445,1.5,.80999994,.030128421,.042486444,,100,65,1,7,Soccer B,.89999998,0,0,.54651165,8,.69387758,.24982373
101,oceans,0,.5,,0,1,-5.9788857,-.10536052,11.173445,7,1,.082495019,.054327551,,90,100,1,5,Ocean Size A,1,1,0,.88372093,0,.23308271,.24982373
102,politics,.050000001,.44999999,,.050000001,0,-2.9444389,-1.6094379,1.3205445,2.75,.0025000002,.082495019,.033519279,39,20,100,2,,US President B,.94999999,0,1,.72527474,0,.23308271,.24982373
102,football,.5,0,,,0,0,1.2039728,1.3205445,1.75,.25,.003521689,.0063434839,39,100,30,2,0,Football B,.5,0,1,.62195122,4,.57964599,.24982373
102,baseball,.5,0,,,0,0,1.6094379,1.3205445,1,.25,.003521689,.0063434839,39,100,20,2,0,Baseball A,.5,0,0,.60919541,4,.57964599,.24982373
102,housing,.02,.47999999,,.02,0,-3.8918204,-.69314718,1.3205445,5,.96039999,.082495019,.04540424,39,50,100,2,2,Housing Prices A,.98000002,1,0,.40697673,0,.23308271,.24982373
102,soccer,.40000001,.099999994,,.40000001,0,-.40546513,.91629076,1.3205445,1.25,.35999998,.01360313,.000013466764,39,100,40,2,0,Soccer A,.60000002,1,0,.54651165,3,.40366971,.24982373
102,oceans,.69999999,.19999999,.69999999,,0,.84729779,1.2039728,1.3205445,7,.090000004,.0059444718,.01052623,39,100,30,2,0,Ocean Size A,.69999999,1,1,.88372093,6,.59740257,.24982373
103,rain,.5,0,,,0,0,.22314355,.75713027,3,.25,.003521689,.0063434839,24,100,80,2,7,Rain B,.5,1,1,.46067417,4,.57964599,.24982373
103,temp,.2,.30000001,,.2,0,-1.3862944,-2.3025851,.75713027,5.25,.040000003,.076761648,.0018699782,24,10,100,2,7,Temperature A,.80000001,0,1,.79310346,1,.24324325,.24982373
103,politics,.60000002,.10000002,.60000002,,0,.40546522,-.51082563,.75713027,1.5,.36000001,.0055193645,.000029218631,24,60,100,2,,US President B,.60000002,0,0,.72527474,5,.5945946,.24982373
103,football,.40000001,.099999994,,.40000001,0,-.40546513,-2.3025851,.75713027,3,.16000001,.01360313,.000013466764,24,10,100,2,5,Football B,.60000002,0,1,.62195122,3,.40366971,.24982373
103,movies,0,.5,,0,1,-5.9788857,-4.6051702,.75713027,4.75,0,.082495019,.054327551,24,1,100,2,10,Box Office A,1,0,1,.71264368,0,.23308271,.24982373
103,population,.89999998,.39999998,.89999998,,0,2.1972244,4.6051702,.75713027,6.75,.010000004,.030128421,.042486444,24,100,1,2,10,Population B,.89999998,1,1,.92045456,8,.69387758,.24982373
104,temp,.43000001,.069999993,,.43000001,0,-.28185111,-.24846137,3.4044089,2,.1849,.003521689,.022393921,27,78,100,2,6,Temperature A,.56999999,0,1,.79310346,4,.57964599,.24982373
104,baseball,.77999997,.27999997,.77999997,,0,1.2656662,.51082563,3.4044089,2.75,.60839993,.096029654,.0025189077,27,100,60,2,2,Baseball A,.77999997,0,0,.60919541,7,.83018869,.24982373
104,movies,.75999999,.25999999,.75999999,,0,1.1526794,.11653382,3.4044089,2.25,.057600003,.096029654,.0049264538,27,100,89,2,3,Box Office B,.75999999,1,1,.71264368,7,.83018869,.24982373
104,housing,.69999999,.19999999,.69999999,,0,.84729779,.40047756,3.4044089,3.5,.48999998,.0059444718,.01052623,27,100,67,2,6,Housing Prices B,.69999999,0,0,.40697673,6,.59740257,.24982373
104,crime,.99000001,.49000001,.99000001,,0,4.5951209,1.2039728,3.4044089,4.75,.000099999808,.096638076,.025227344,27,100,30,2,9,Crime A,.99000001,1,1,.90816325,9,.83116883,.24982373
104,population,.98000002,.48000002,.98000002,,0,3.8918214,.54472715,3.4044089,7,.00039999923,.096638076,.022150723,27,100,58,2,7,Population B,.98000002,1,1,.92045456,9,.83116883,.24982373
105,politics,.40000001,.099999994,,.40000001,0,-.40546513,-.51082563,1.8937737,1.25,.16000001,.01360313,.000013466764,32,60,100,1,,US President B,.60000002,0,1,.72527474,3,.40366971,.24982373
105,football,.5,0,,,0,0,0,1.8937737,1.75,.25,.003521689,.0063434839,32,100,100,1,0,Football B,.5,0,0,.62195122,4,.57964599,.24982373
105,baseball,.5,0,,,0,0,0,1.8937737,1.75,.25,.003521689,.0063434839,32,100,100,1,0,Baseball A,.5,0,1,.60919541,4,.57964599,.24982373
105,crime,.050000001,.44999999,,.050000001,0,-2.9444389,-1.89712,1.8937737,7,.0025000002,.082495019,.033519279,32,15,100,1,6,Crime B,.94999999,0,1,.90816325,0,.23308271,.24982373
105,geography,.80000001,.30000001,.80000001,,0,1.3862945,.35667494,1.8937737,7,.64000005,.096029654,.00091135636,32,100,70,1,6,State Size B,.80000001,0,0,.44565219,7,.83018869,.24982373
105,population,.050000001,.44999999,,.050000001,0,-2.9444389,-.69314718,1.8937737,7,.0025000002,.082495019,.033519279,32,50,100,1,5,Population A,.94999999,0,1,.92045456,0,.23308271,.24982373
106,rain,.60000002,.10000002,.60000002,,0,.40546522,.22314355,1.3535689,1,.36000001,.0055193645,.000029218631,27,100,80,1,0,Rain A,.60000002,0,0,.46067417,5,.5945946,.24982373
106,temp,.1,.40000001,,.1,0,-2.1972246,-.51082563,1.3535689,1.5,.010000001,.082495019,.017711008,27,60,100,1,2,Temperature A,.89999998,0,1,.79310346,0,.23308271,.24982373
106,movies,.85000002,.35000002,.85000002,,0,1.7346013,.28768209,1.3535689,2.25,.022499993,.030128421,.024374219,27,100,75,1,6,Box Office B,.85000002,1,1,.71264368,8,.69387758,.24982373
106,housing,.80000001,.30000001,.80000001,,0,1.3862945,.43078291,1.3535689,4.5,.64000005,.096029654,.00091135636,27,100,65,1,3,Housing Prices B,.80000001,0,0,.40697673,7,.83018869,.24982373
106,soccer,.40000001,.099999994,,.40000001,0,-.40546513,-.35667494,1.3535689,1,.35999998,.01360313,.000013466764,27,70,100,1,0,Soccer A,.60000002,1,0,.54651165,3,.40366971,.24982373
106,oceans,0,.5,,0,1,-5.9788857,.28768209,1.3535689,7,1,.082495019,.054327551,27,100,75,1,7,Ocean Size A,1,1,0,.88372093,0,.23308271,.24982373
107,rain,.66000003,.16000003,.66000003,,0,.66329432,.28768209,5.5456448,3.25,.43560004,.0059444718,.003918441,25,100,75,1,6,Rain A,.66000003,0,0,.46067417,6,.59740257,.24982373
107,temp,.34999999,.15000001,,.34999999,0,-.61903918,-.22314355,5.5456448,3.5,.12249999,.01360313,.0028804389,25,80,100,1,9,Temperature A,.64999998,0,1,.79310346,3,.40366971,.24982373
107,housing,.60000002,.10000002,.60000002,,0,.40546522,.16251893,5.5456448,3.75,.36000001,.0055193645,.000029218631,25,100,85,1,4,Housing Prices B,.60000002,0,0,.40697673,5,.5945946,.24982373
107,crime,.050000001,.44999999,,.050000001,0,-2.9444389,-.51082563,5.5456448,4,.0025000002,.082495019,.033519279,25,60,100,1,8,Crime B,.94999999,0,1,.90816325,0,.23308271,.24982373
107,geography,0,.5,,0,1,-5.9788857,-.28768209,5.5456448,5.25,1,.082495019,.054327551,25,75,100,1,7,State Size A,1,1,0,.44565219,0,.23308271,.24982373
107,oceans,.25,.25,,.25,0,-1.0986123,-.28768209,5.5456448,5.25,.0625,.048988346,.0023979689,25,75,100,1,6,Ocean Size B,.75,0,1,.88372093,2,.29896906,.24982373
108,politics,.55000001,.050000012,.55000001,,0,.20067075,.061875403,7.0075307,2.5,.30250001,.0055193645,.0019886771,22,100,94,1,,US President B,.55000001,0,0,.72527474,5,.5945946,.24982373
108,football,.40000001,.099999994,,.40000001,0,-.40546513,-.22314355,7.0075307,2.5,.16000001,.01360313,.000013466764,22,80,100,1,0,Football B,.60000002,0,1,.62195122,3,.40366971,.24982373
