"ResponseID","Status","StartDate","EndDate","rain1","rain2","temp1","temp2","political1","political2","football1","football2","baseball1","baseball2","movies1","movies2","housing1","housing2","crime1","crime2","geo1","geo2","pop1","pop2","soccer1","soccer2","ocean1","ocean2","s_chicago","s_minn","s_pitt","s_portland","s_obama","s_romney","s_cardinals","s_49ers","s_spiderman","s_batman","s_atlanta","s_nashville","s_columbus","s_detroit","s_nevada","s_wyoming","s_istanbul","s_shanghai","s_italy","s_germany","s_atlantic","s_indian","s_cubs","s_dodgers","e_rain1","e_rain2","e_rain3","e_rain4","e_rain5","e_rain6","e_rain7","e_rain8","e_temp1","e_temp2","e_temp3","e_temp4","e_temp5","e_temp6","e_temp7","e_temp8","e_politics1","e_politics2","e_politics3","e_politics4","e_politics5","e_politics6","e_politics7","e_politics8","e_football1","e_football2","e_football3","e_football4","e_football5","e_football6","e_football7","e_football8","e_baseball1","e_baseball2","e_baseball3","e_baseball4","e_baseball5","e_baseball6","e_baseball7","e_baseball8","e_movies1","e_movies2","e_movies3","e_movies4","e_movies5","e_movies6","e_movies7","e_movies8","e_housing1","e_housing2","e_housing3","e_housing4","e_housing5","e_housing6","e_housing7","e_housing8","e_crime1","e_crime2","e_crime3","e_crime4","e_crime5","e_crime6","e_crime7","e_crime8","e_geo1","e_geo2","e_geo3","e_geo4","e_geo5","e_geo6","e_geo7","e_geo8","e_pop1","e_pop2","e_pop3","e_pop4","e_pop5","e_pop6","e_pop7","e_pop8","e_soccer1","e_soccer2","e_soccer3","e_soccer4","e_soccer5","e_soccer6","e_soccer7","e_soccer8","e_ocean1","e_ocean2","e_ocean3","e_ocean4","e_ocean5","e_ocean6","e_ocean7","e_ocean8","k_rain","k_rain","k_temp","k_temp","k_presiden","k_presiden","k_football","k_football","k_baseball","k_baseball","k_movies","k_movies","k_housing","k_housing","k_crime","k_crime","k_geo","k_geo","k_populat","k_populat","k_soccer","k_soccer","k_ocean","k_ocean","dcheck1","dcheck2_1","dcheck2_2","dcheck2_3","dcheck2_4","dcheck2_5","dcheck2_6","dcheck2_7","dcheck2_8","dcheck2_9","dcheck2_10","age","gender","outside_sources","comments","target1","target2","target3","target4","target5","target6","target7","target8","target9","target10","target11","target12","block1","block2","block3","block4","block5","block6"
"R_cx0Gd5kPFEF4ZEw","0","6/7/12 20:22","6/7/12 20:32","","","","","0","","65","","","","","","","85","","","","75","","","45","","98","","","","","","4","100","70","100","","","100","80","","","85","100","","","75","100","100","40","","","","","","","","","","","","","","","","","","","4","2","1","2","","","","","2","7","1","5","","","","","","","","","","","","","","","","","","","","","","","","","5","5","2","6","","","","","","","","","","","","","7","1","7","1","","","","","","","","","1","7","1","6","","","","","7","1","7","1","","","","","","","","","10","","3","","","","","","","1","","","","7","","","1","","2","","2","","","","","","","","","","","40","2","2","none","","","US President A","Football A","","","Housing Prices B","","State Size B","","Soccer A","Ocean Size A","soccer","state size","ocean","politics","football","housing"
"R_71A1Ygmo9NYoVAU","0","6/7/12 20:24","6/7/12 20:36","","30","","60","","","","","100","","10","","50","","","","","","","","","","","20","100","80","100","80","","","","","70","100","100","0","","","","","","","","","100","60","100","0","","","","","2","6","1","7","","","","","2","6","1","7","","","","","","","","","","","","","","","","","1","7","1","7","","","","","1","7","1","7","","","","","1","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","7","","1","","","","","11","","1","","1","","","","","","","","","","","1","2","","","","","","","","","","","80","2","2","no","Rain B","Temperature B","","","Baseball A","Box Office A","Housing Prices A","","","","","Ocean Size B","baseball","movies","housing","rain","temp","ocean"
"R_0Uj5LtFWLMcLESU","0","6/7/12 20:30","6/7/12 20:37","","0","","","70","","","","","30","20","","","","","","0","","","100","","","","","100","20","","","100","30","","","20","100","","","","","100","20","30","100","","","","","100","30","","","","","4","5","2","1","","","","","","","","","1","5","1","7","","","","","","","","","","","","","","","","","1","7","1","7","5","1","3","1","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","10","","","8","","","","","5","9","","","","","","1","","","8","","","","","2","","","","","","","","","","","31","2","2","","Rain B","","US President A","","Baseball B","Box Office A","","","State Size A","Population B","","","population","movies","state size","baseball","politics","rain"
"R_07nsxWmScIk5Y1K","0","6/7/12 20:30","6/7/12 20:37","","","","50","","","","50","","50","","","50","","50","","","","","","","","","70","","","50","100","","","50","100","","","50","100","50","100","","","","","","","70","100","50","100","","","","","","","","","","","","","4","4","4","4","","","","","","","","","","","","","4","4","4","4","","","","","4","3","4","3","","","","","","","","","4","4","4","4","","","","","4","3","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","","","","6","","","","6","","6","","","6","","6","","","","","","","","","6","1","","","","","","","","1","","","23","1","2","none","","Temperature B","","Football B","Baseball B","","Housing Prices A","Crime A","","","","Ocean Size B","football","baseball","crime","temp","housing","ocean"
"R_bmBDQy4CbKoxZPK","0","6/7/12 20:33","6/7/12 20:37","50","","","","","","","","0","","","","","60","","","40","","56","","","","","10","100","90","","","","","","","","","23","100","","","100","60","50","100","","","100","60","100","0","5","4","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","5","4","7","","","","","","","","","","","","","","","","","7","6","6","6","","","","","","","","","3","4","3","2","","","","","6","5","6","3","","","","","","","","","","","","","","","","","7","4","4","5","10","","","","","","","","8","","","","","9","","","2","","5","","","","","8","1","","","","","","","1","1","1","1","50","2","2","","Rain A","","","","Baseball A","","Housing Prices B","","State Size A","Population A","","Ocean Size B","rain","housing","state size","ocean","baseball","population"
"R_3l6hHAJGYMxhWTO","0","6/7/12 20:32","6/7/12 20:38","","","40","","","","","40","","","40","","","","","","","60","","","50","","","30","","","100","40","","","40","100","40","100","","","","","40","100","","","100","50","100","30","","","","","","","","","","","3","4","1","4","","","","","","","","","","","","","","","","","1","3","1","5","","","","","","","","","2","3","1","6","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","1","4","1","4","","","","","","","","","7","1","7","1","","","2","","","","","1","","","1","","","","","","","2","","","1","","","2","2","","","","","","","","","","","32","2","2","","","Temperature A","","Football B","","Box Office A","","","State Size B","","Soccer A","Ocean Size B","movies","soccer","football","state size","temp","ocean"
"R_6JTp3CjZhlmBEgs","0","6/7/12 20:33","6/7/12 20:38","","75","75","","33","","","50","","","","","50","","","10","","","","","","","","","87","100","55","100","33","100","100","100","","","90","100","50","100","","","","","","","","","","","","","","","7","5","1","2","6","4","1","2","","","","","2","2","1","1","","","","","","","","","1","4","1","3","","","","","","","","","","","","","","","","","7","5","3","3","","","","","","","","","1","4","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","","11","","","1","","","","","3","","","5","","","","","","","","","2","","","","","","","","","","","26","1","2","nope","Rain B","Temperature A","US President A","Football B","","","Housing Prices A","Crime B","","","","","housing","crime","rain","politics","temp","football"
"R_0O2sOEZ69UpInK4","0","6/7/12 20:31","6/7/12 20:39","","","","","70","","","0","","50","","","","","50","","","","","90","50","","","","","","","","100","60","0","100","","","","","60","100","","","60","100","100","75","","","100","75","","","","","","","","","","","","","","","","","3","5","3","5","","","","","","","","","4","5","3","4","","","","","4","5","3","5","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","6","3","7","1","5","5","3","5","","","","","","","","","","","","","","","","","8","","","6","","3","","","","","8","","","","","8","8","","","","1","","","","","","","","","","","27","1","2","","","","US President A","Football B","Baseball B","","","Crime A","","Population B","Soccer A","","soccer","football","population","politics","crime","baseball"
"R_eQdydUplAWmk8QY","0","6/7/12 20:30","6/7/12 20:40","","","","50","","30","","","","","","30","","","","","70","","","","","40","100","","","","100","80","100","30","","","100","85","","","","","100","80","","","100","60","100","70","","","","","","","","","","","","","","","5","4","3","5","","","","","2","1","1","5","","","","","","","","","","","","","","","","","","","","","4","4","2","5","","","","","","","","","","","","","","","","","2","2","7","1","","","","","","","","","","","","","","","","","3","4","3","5","7","4","7","4","","","","","","","","4","","5","","","","","","4","","","","","8","","","","","1","8","","1","","","","","","","","","","","31","2","2","I'm afraid there is something wrong with my browser (OPERA) and when I clicked on the title to the test question, it did not turn green. I'm sorry, usually I return surveys that have this 'requirement' because I don't get past the second page. With this survey I was pretty sure I was at the end. I'm sorry if it didn't go through properly. I hope it doesn't result in being rejected.","","Temperature B","US President B","","","Box Office B","","","State Size A","","Soccer B","Ocean Size A","soccer","ocean","politics","state size","temp","movies"
"R_6td0TqjH0SjdiBK","0","6/7/12 20:36","6/7/12 20:41","","","","","","","50","","","","","70","","50","","","","","40","","60","","90","","","","","","","","100","100","40","100","100","100","","","","","90","100","100","90","100","10","","","","","","","","","","","","","","","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","","","","","","","","1","7","1","7","","","","","1","7","1","7","","","","","","","","","","","","","","","","","7","1","7","1","","","","","1","7","1","7","","","","","7","1","7","1","","","","","","","","","","","1","","","","","10","","5","","","","","1","","1","","9","","2","","","","","","","","","","","25","1","2","","","","","Football A","","Box Office B","Housing Prices B","","","Population A","Soccer A","Ocean Size A","population","movies","soccer","ocean","football","housing"
"R_d5nokuLWc0MRd5O","0","6/7/12 20:26","6/7/12 20:42","60","","","","","","","","25","","","","15","","","65","","","5","","70","","","","100","35","","","","","","","","","100","75","70","100","","","73","100","100","40","","","65","100","4","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","7","1","5","","","","","","","","","","","","","1","7","4","5","","","","","","","","","5","6","4","3","","","","","","","","","1","5","7","5","","","","","5","6","2","2","","","","","","","","","","","","","6","","","","","","","","3","","","","7","","","9","","","8","","5","","","","2","","","","","","","","","","","43","2","2","","Rain A","","","","Baseball A","","Housing Prices A","Crime B","","Population A","Soccer A","","baseball","soccer","housing","population","rain","crime"
"R_6Mf9ShHMx7sCSOg","0","6/7/12 20:36","6/7/12 20:42","","","60","","","","","","","30","","","","40","","","","10","","","50","","20","","","","100","60","","","","","","","40","100","","","100","70","","","100","100","100","60","100","30","","","","","","","","","6","5","2","3","","","","","","","","","","","","","","","","","","","","","","","","","6","6","1","3","","","","","","","","","","","","","6","7","2","4","","","","","","","","","","","","","7","1","7","1","","","","","","","","","5","7","1","3","","","","","7","1","7","1","","","","","","","2","","","","","","","9","","","","8","","","","2","","","1","","3","","2","","","","","","","","","","","22","1","2","No.","","Temperature A","","","Baseball B","","Housing Prices B","","State Size B","","Soccer A","Ocean Size A","temp","housing","soccer","ocean","baseball","state size"
"R_29PRUTxzPCqzcrO","0","6/7/12 20:41","6/7/12 20:44","","40","","","60","","27","","","","","46","","","","","","","","25","","","","40","100","30","","","100","30","60","100","50","100","","","","","","","100","20","","","100","30","","","","","","","3","3","4","3","","","","","","","","","4","3","3","3","","","","","3","3","4","4","","","","","","","","","","","","","","","","","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","5","5","","","","","","","","","","","","","2","4","3","3","","3","","","3","","2","","","","","2","","","","","","","","3","","","","4","2","","","","","","","","","","","25","2","2","","Rain B","","US President A","Football A","","Box Office B","","","","Population B","","Ocean Size B","politics","ocean","rain","football","movies","population"
"R_8v4ahErd0JDwk5u","0","6/7/12 20:38","6/7/12 20:45","50","","","10","50","","","","","50","","","","","100","","","0","","","","","","","30","100","100","70","100","80","","","","","","","60","100","100","80","","","","","","","40","100","3","4","4","6","","","","","","","","","5","4","3","4","1","7","1","7","","","","","","","","","","","","","","","","","5","5","1","4","","","","","","","","","","","","","","","","","5","3","3","2","","","","","","","","","5","2","7","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","8","6","","","","","1","","","","","9","","","1","","","","","","","1","","","","","","","1","","","","21","2","2","none","Rain A","Temperature B","US President A","","Baseball B","","","Crime A","State Size B","","","","temp","politics","state size","rain","baseball","crime"
"R_cFJVdqoGoT2E2c4","0","6/7/12 20:42","6/7/12 20:47","","40","","40","","","50","","50","","","","50","","","","","","","","30","","","","100","50","100","60","","","70","100","","","100","80","","","","","","","100","80","","","40","100","","","","","5","5","1","2","","","","","1","7","1","7","","","","","","","","","2","4","4","4","","","","","2","6","1","4","","","","","","","","","","","","","6","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","4","5","3","","","","","","","","","","","","","","7","","3","","","1","","1","","","","3","","","","","","","","6","","","","2","","","","","","","","","","","18","1","2","","Rain B","Temperature B","","Football A","Baseball A","","Housing Prices A","","","","Soccer A","","temp","football","baseball","soccer","rain","housing"
"R_eFLp6QOUmFhwf9q","0","6/7/12 20:33","6/7/12 20:48","","40","","","","60","","50","","","","30","","","","","","","","","75","","70","","100","","","","0","100","0","100","100","0","","","","","","","","","100","0","100","0","","","","","","","1","3","1","4","","","","","","","","","","","","","1","2","3","2","","","","","1","2","1","7","","","","","","","","","","","","","1","4","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","7","","","","","5","2","2","4","","","","","","1","","","","1","","3","","","","2","","","","","","","","","1","","1","","2","","","","","","","","","","","70","2","2","","Rain B","","US President B","Football B","","Box Office B","","","","","Soccer A","Ocean Size A","soccer","movies","ocean","politics","football","rain"
"R_3yEJPh8fYQtQpus","0","6/7/12 20:40","6/7/12 20:49","65","","","","","40","","","","","","","30","","70","","","","","85","60","","","","100","50","","","100","60","","","","","100","60","50","100","","","50","100","100","60","","","","","2","7","2","7","","","","","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","1","7","1","7","","","","","3","6","2","6","","","","","","","","","","","","","","","","","7","2","7","1","1","7","1","7","","","","","","","","","","","","","2","","","","","6","","","","","","","5","","6","","","","","8","5","","","","2","","","","","","","","","","","22","2","2","","Rain A","","US President B","","","","Housing Prices A","Crime A","","Population B","Soccer A","","housing","crime","soccer","population","rain","politics"
"R_a5zV7r3aNaH7qBu","0","6/7/12 20:34","6/7/12 20:49","","","","40","","","","","","","60","","","60","90","","0","","","100","","","","","","","80","100","","","","","100","90","80","100","50","100","70","100","60","100","","","","","","","","","","","","","","","","","","","2","7","3","7","","","","","","","","","","","","","","","","","","","","","","","","","3","6","1","7","","","","","","","","","1","7","1","7","6","3","6","2","","","","","5","6","7","1","","","","","","","","","7","2","7","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","4","","","1","7","","4","","","8","","","","","2","","","","","","","","","","","22","2","2","","","Temperature B","","","","Box Office A","Housing Prices B","Crime A","State Size A","Population B","","","movies","crime","housing","state size","temp","population"
"R_eM6pwzSgUCeuK0c","0","6/7/12 20:45","6/7/12 20:52","55","","25","","","75","","","","","","85","","","95","","","","","","","","85","","100","75","100","85","65","100","","","35","100","","","65","100","","","","","","","100","65","","","1","7","1","3","","","","","3","5","3","5","","","","","","","","","2","3","1","5","","","","","","","","","","","","","","","","","","","","","3","2","5","2","","","","","","","","","6","2","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","7","","7","","","8","","","","","","10","","","9","","","","","","","","11","","2","","","","","","","","","","","21","1","2","good survey","Rain A","Temperature A","US President B","","","Box Office B","","Crime A","","","","Ocean Size A","crime","movies","temp","rain","politics","ocean"
"R_0PdtZGceyR3jyNm","0","6/7/12 20:39","6/7/12 20:52","","","40","","","","","","60","","30","","","","","","","10","","50","60","","","","","","70","100","","","","","60","100","","","","","100","90","50","100","100","50","","","100","70","","","","","","","","","4","5","1","6","","","","","","","","","","","","","","","","","","","","","1","7","1","7","","","","","6","2","5","1","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","7","1","7","1","1","7","1","7","","","","","","","","","","","","","","","5","","","","","","8","","11","","","","","","","9","","6","8","","","","2","","","","","","","","","","","30","1","2","This was an interesting study. I would be willing to participate in more studies like this in the future.","","Temperature A","","","Baseball A","Box Office A","","","State Size B","Population B","Soccer A","","population","movies","baseball","state size","temp","soccer"
"R_5jOydNYq4InOly4","0","6/7/12 20:47","6/7/12 20:52","","","","","","40","","","","","","95","70","","","10","","0","","","","","","0","","","","","100","70","","","60","100","90","100","40","100","100","60","","","","","100","25","","","","","","","","","","","","","","","","","","","","","","","4","6","2","4","","","","","","","","","","","","","","","","","","","","","5","5","5","3","6","7","4","4","","","","","","","","","6","4","4","3","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","8","","","","","","8","3","","","8","","4","","","","","","7","2","","","","","","","","","","","24","1","2","","","","US President B","","","Box Office B","Housing Prices A","Crime B","State Size B","","","Ocean Size B","housing","ocean","movies","crime","state size","politics"
"R_bdQcgZi2Nk3V0MI","0","6/7/12 20:49","6/7/12 20:54","56","","","44","80","","","","","55","","","","","","","","","","","33","","","34","60","100","100","40","100","60","","","","","","","","","","","","","100","75","100","50","100","70","7","6","5","4","","","","","","","","","5","5","4","2","6","6","6","6","","","","","","","","","","","","","","","","","4","4","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","3","4","","","","","","","","","4","5","5","6","5","","","6","6","","","","","8","","","","","","","","","","","7","","","9","2","","","","","","","","","","","26","1","2","no comments","Rain A","Temperature B","US President A","","Baseball B","","","","","","Soccer A","Ocean Size B","temp","baseball","ocean","rain","soccer","politics"
"R_0emCTJOIQKpyDzu","0","6/7/12 20:43","6/7/12 20:54","","","","65","55","","","50","","","","","","","","","","50","","75","","","60","","","","100","15","100","75","100","100","","","","","","","95","100","65","100","","","100","75","","","","","","","","","","","","","","","4","4","2","5","3","4","1","5","","","","","","","","","2","6","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","1","6","1","","","","","6","2","6","2","","","","","","","","","6","1","6","2","","","","","","","","6","7","","","1","","","","","","","","","","6","","6","","","6","","2","","","","","","","","","","","38","2","2","None.","","Temperature B","US President A","Football B","","","","","State Size B","Population B","","Ocean Size A","ocean","state size","temp","football","population","politics"
"R_5dPex9b6uUFQmhe","0","6/7/12 20:41","6/7/12 20:55","","","","","","","","","","33","","75","","45","","25","","85","","","","","90","","","","","","","","","","85","100","90","100","75","100","90","100","","","","","100","65","100","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","1","5","","","","","2","6","1","5","","","","","5","2","2","2","","","","","6","3","5","2","","","","","6","1","7","1","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","3","","3","","3","","7","","7","","","","","6","","2","","","","","","","","","","","37","2","2","","","","","","Baseball B","Box Office B","Housing Prices B","Crime B","State Size B","","","Ocean Size A","housing","movies","state size","ocean","crime","baseball"
"R_2hnlIcqxpMdqSdS","0","6/7/12 20:48","6/7/12 20:55","","","","","","","","","50","","","50","","50","","30","40","","","70","","","","","","","","","","","","","100","100","100","100","20","100","80","100","50","100","","","","","70","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","5","1","6","","","","","","","","","1","7","1","7","","","","","5","7","5","4","","","","","5","4","5","2","6","1","6","1","","","","","","","","","5","1","6","1","","","","","","","","","","","","","","","","","","","","","","","","","7","","","1","","1","","8","4","","","7","","","","","2","","","","","","","","","","","22","1","2","","","","","","Baseball A","Box Office B","Housing Prices B","Crime B","State Size A","Population B","","","population","movies","baseball","crime","housing","state size"
"R_cTsQZlaRmeU1v36","0","6/7/12 20:51","6/7/12 20:57","","","","60","80","","","","","40","20","","","","","10","","","","","","50","","","","","60","100","100","10","","","50","100","","","30","100","","","","","100","95","","","40","100","","","","","","","","","","","","","7","3","6","1","7","5","4","1","","","","","","","","","","","","","","","","","3","7","1","7","7","2","1","3","","","","","","","","","","","","","","","","","6","5","1","3","","","","","","","","","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","","","4","10","","","","","1","4","","","","","8","","","","","","1","","","2","","","","","","","","","","","20","1","2","","","Temperature B","US President A","","Baseball B","Box Office A","","Crime B","","","Soccer B","","movies","baseball","crime","politics","temp","soccer"
"R_8IWZGcUp8bQxG84","0","6/7/12 20:51","6/7/12 20:58","","30","40","","","","","50","","","","","","","","","","100","10","","","","100","","50","100","100","35","","","100","50","","","","","","","75","100","10","100","","","100","75","","","","","","","1","5","3","6","2","5","4","4","","","","","","","","","","","","","","","","","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","5","2","6","5","","","","","","","","","","","","","3","5","4","3","","","","","","3","1","","","","","1","","","","","","","","","","9","7","","","","1","","2","","","","","","","","","","","19","1","2","no lol","Rain B","Temperature A","","Football B","","","","","State Size B","Population A","","Ocean Size A","football","temp","rain","state size","population","ocean"
"R_0VCb1yD8VxAPPTe","0","6/7/12 20:55","6/7/12 21:00","","","","75","","","","","","","50","","","80","","","","","10","","50","","","0","","","100","85","","","","","85","100","100","65","","","","","20","100","100","80","100","60","","","","","","","","","","","","","","","2","6","2","6","","","","","","","","","","","","","","","","","","","","","","","","","1","7","1","5","","","","","","","","","7","1","7","2","","","","","","","","","","","","","","","","","7","1","7","1","","","","","1","5","1","6","","","","","","","","","7","1","7","1","","","","8","","","","","","","7","","","9","","","","","9","","4","","","8","2","","","","","","","","","","","26","1","2","","","Temperature B","","","","Box Office A","Housing Prices B","","","Population A","Soccer A","Ocean Size B","population","housing","ocean","soccer","movies","temp"
"R_3KPUaM8zukAv0Og","0","6/7/12 20:33","6/7/12 21:00","20","","","","","50","70","","","80","","","","","80","","","","","","60","","","","100","0","","","100","0","100","0","","","","","100","0","","","","","0","100","","","100","0","4","5","6","7","","","","","","","","","","","","","","","","","6","5","6","4","6","6","7","5","","","","","","","","","5","6","7","6","","","","","","","","","","","","","","","","","6","5","5","6","","","","","","","","","","","","","","","","","","","","","7","6","5","4","","","","","","","","","","","","","7","","","","","10","9","","","7","","","","","8","","","","","","10","","","","2","","","","","","","","","","","22","1","2","no","Rain A","","US President B","Football A","Baseball B","","","Crime A","","","Soccer A","","baseball","soccer","football","politics","crime","rain"
"R_4TKW84n5SDdNDAU","0","6/7/12 20:51","6/7/12 21:00","","","","","","40","","2","2","","","","","8","","5","","50","","","","","","","","","","","100","95","90","100","","","100","95","50","100","100","90","","","","","","","50","100","","","","","","","","","","","","","","","","","","","","","1","5","1","5","","","","","1","7","1","7","4","3","4","3","","","","","","","","","","","","","","","","","1","7","1","7","","","","","2","6","3","4","","","","","7","3","7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","1","3","","","","","2","","8","","4","","","","","","","2","","","","","","","","","","","20","2","2","","","","US President B","Football B","Baseball A","","Housing Prices B","Crime B","State Size B","","","","football","housing","baseball","crime","politics","state size"
"R_6WfnNRJOITAnGHW","0","6/7/12 20:55","6/7/12 21:01","","70","","","","56","","","30","","10","","","","","","","","","","62","","","50","90","100","","","95","100","","","30","100","","","","","","","","","50","100","75","100","60","100","","","","","7","3","4","5","","","","","","","","","","","","","5","4","2","4","","","","","","","","","5","6","1","2","","","","","4","5","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4","1","2","","","","","","","","","7","1","7","1","","8","","","","7","","","2","","9","","","","","","","","","","2","","","2","2","","","","","","","","","","","23","1","2","No","Rain B","","US President B","","Baseball A","Box Office A","","","","","Soccer A","Ocean Size B","rain","movies","baseball","soccer","politics","ocean"
"R_bjsvYLHryFaOn2I","0","6/7/12 20:55","6/7/12 21:01","40","","","","60","","","50","","","","","30","","80","","","70","","","","","","","80","100","","","100","90","100","70","","","100","50","75","100","70","100","","","","","","","","","4","5","4","4","","","","","","","","","","","","","2","3","2","6","","","","","","","","","1","5","1","4","","","","","","","","","","","","","","","","","6","6","6","1","","","","","4","3","5","2","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","8","","","1","","","","","7","","7","","","6","","","","","","","2","","","","","","","","","","","22","2","2","","Rain A","","US President A","Football B","","","Housing Prices A","Crime A","State Size B","","","","housing","politics","rain","crime","football","state size"
"R_6godVVScv2d2b2c","0","6/7/12 20:53","6/7/12 21:01","40","","20","","","","","","","","50","","10","","","","","","","","50","","100","","0","100","100","0","","","","","100","0","100","0","","","","","","","0","100","100","0","","","4","4","1","1","","","","","4","4","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4","1","4","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4","1","4","","","","","7","1","7","1","","","","","9","","9","","","","","","","","7","","10","","","","","","","","3","","11","","1","","","","","","","1","","","","29","1","2","","Rain A","Temperature A","","","","Box Office A","Housing Prices A","","","","Soccer A","Ocean Size A","temp","movies","housing","ocean","soccer","rain"
"R_6DqVqoXzpcy27Y0","0","6/7/12 20:54","6/7/12 21:01","","","","","","","50","","","","","","","100","100","","75","","25","","","50","","","","","","","","","75","100","","","100","75","50","100","100","75","75","100","100","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","6","3","6","2","7","1","7","1","","","","","7","1","7","1","","","","","7","1","7","1","","","","","","","","","3","7","1","5","","","","","","","","","","","","","","","2","","","","","","","9","9","","9","","9","","","2","","","2","","","","","","","","","","","40","1","2","","","","","Football A","","","Housing Prices B","Crime A","State Size A","Population A","Soccer B","","football","crime","population","state size","housing","soccer"
"R_0D4GD47L2kqRMQA","0","6/7/12 20:58","6/7/12 21:02","","60","30","","","50","","","","50","","","","60","","","","","","50","","","","","100","50","50","100","100","50","","","","","100","50","","","","","50","100","","","","","50","100","","","","","4","5","2","4","4","6","4","2","","","","","","","","","1","1","1","4","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","","","","6","3","5","2","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","2","6","","","1","","","","2","","","","2","","","","","","6","","","","","2","","","","","","","","","","","25","2","2","","Rain B","Temperature A","US President B","","Baseball B","","Housing Prices B","","","Population B","","","housing","population","rain","temp","politics","baseball"
"R_8DgdHV6zOmxDOBu","0","6/7/12 20:54","6/7/12 21:02","","","35","","","","86","","25","","46","","35","","","","","63","","","","","","","","","100","90","","","65","100","86","100","100","75","","","100","80","","","","","","","50","100","","","","","","","","","5","4","4","3","","","","","","","","","","","","","5","3","3","2","","","","","5","4","2","4","","","","","2","4","2","3","","","","","6","4","4","5","","","","","","","","","","","","","","","","","7","1","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","7","","4","","7","","3","","","","","3","","","","","","","2","","","","","","","","","","","43","1","2","no","","Temperature A","","Football A","Baseball A","Box Office A","Housing Prices A","","State Size B","","","","housing","football","temp","state size","baseball","movies"
"R_0Nx0DJhWvsVNhuA","0","6/7/12 20:53","6/7/12 21:05","","","","10","","25","50","","","","","","","","50","","","20","","","","","","10","","","80","100","100","25","100","100","","","","","50","100","100","85","","","","","100","60","","","","","","","","","","","","","","","1","5","1","4","","","","","5","2","2","4","1","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","2","4","","","","","","","","","6","1","7","1","","","","","","","","","","","","","","","","","","","","","6","2","7","3","","","","5","","8","1","","","","","","","","7","","","4","","","","","","7","2","","","","","","","","","","","20","2","2","no comments :)","","Temperature B","US President B","Football A","","","","Crime A","State Size B","","","Ocean Size B","ocean","politics","football","crime","state size","temp"
